id,label,word_count,sentence_count,avg_sentence_len,avg_word_len,type_token_ratio,noun_count,verb_count,adj_count,adv_count,noun_ratio,verb_ratio,nominal_lemma_count,nominal_lemma_ratio,nominal_suffix_count,top_collocation,top_collocation_pmi
ai_3586,1,204,10,20.4,4.75,0.549,54,39,13,11,0.2647,0.1912,0,0.0,8,,0.0
human_3587,0,65,4,16.25,4.25,0.8308,16,13,5,3,0.2462,0.2,0,0.0,4,,0.0
ai_3588,1,97,5,19.4,4.87,0.6701,26,13,7,2,0.268,0.134,3,0.1154,4,,0.0
human_3589,0,273,10,27.3,3.83,0.5421,50,38,15,17,0.1832,0.1392,1,0.02,5,the house,3.4426996119768116
ai_3590,1,167,7,23.86,4.32,0.4611,32,22,22,3,0.1916,0.1317,1,0.0312,0,your current,4.585014231543576
human_3591,0,144,8,18.0,4.42,0.6389,36,21,13,2,0.25,0.1458,6,0.1667,2,,0.0
ai_3592,1,171,14,12.21,4.7,0.4094,50,41,1,1,0.2924,0.2398,0,0.0,11,,0.0
human_3593,0,302,18,16.78,5.03,0.5199,69,34,36,20,0.2285,0.1126,0,0.0,12,financial advisor,5.658227301169299
ai_3594,1,221,8,27.62,4.89,0.4796,46,28,28,5,0.2081,0.1267,0,0.0,10,on your,3.8309712812833174
human_3595,0,223,10,22.3,4.72,0.5202,68,26,10,8,0.3049,0.1166,2,0.0294,15,the announcement,2.7983951502632487
ai_3596,1,244,11,22.18,5.02,0.4057,75,27,17,7,0.3074,0.1107,1,0.0133,13,stock price,3.825153856303001
human_3597,0,85,8,10.62,4.42,0.7059,11,12,6,5,0.1294,0.1412,0,0.0,3,,0.0
ai_3598,1,166,7,23.71,4.63,0.5663,32,20,20,9,0.1928,0.1205,0,0.0,9,,0.0
human_3599,0,107,8,13.38,4.86,0.757,27,10,13,14,0.2523,0.0935,0,0.0,6,,0.0
ai_3600,1,254,9,28.22,4.96,0.4606,80,24,21,10,0.315,0.0945,2,0.025,17,on a,3.4094132981288654
human_3601,0,76,4,19.0,4.78,0.75,20,11,6,0,0.2632,0.1447,0,0.0,6,,0.0
ai_3602,1,214,9,23.78,4.64,0.472,52,33,15,3,0.243,0.1542,0,0.0,8,over payments,4.288792733939158
human_3603,0,63,3,21.0,3.86,0.746,13,9,1,5,0.2063,0.1429,0,0.0,2,,0.0
ai_3604,1,386,13,29.69,4.73,0.2798,100,53,26,11,0.2591,0.1373,4,0.04,14,which could,5.426274437511585
ai_3605,1,278,12,23.17,4.77,0.4245,71,31,41,11,0.2554,0.1115,2,0.0282,17,cap stocks,5.53917747867667
human_3606,0,294,18,16.33,4.47,0.5272,85,36,22,16,0.2891,0.1224,1,0.0118,5,,0.0
ai_3607,1,160,7,22.86,4.64,0.5375,55,11,17,5,0.3438,0.0688,1,0.0182,6,,0.0
human_3608,0,97,4,24.25,4.68,0.6392,20,14,7,1,0.2062,0.1443,0,0.0,0,,0.0
ai_3609,1,105,5,21.0,4.64,0.5429,33,13,8,1,0.3143,0.1238,1,0.0303,3,,0.0
ai_3610,1,287,15,19.13,5.08,0.5436,92,47,23,2,0.3206,0.1638,0,0.0,19,company 's,4.421004280740704
human_3611,0,219,10,21.9,4.91,0.5297,41,34,28,13,0.1872,0.1553,0,0.0,4,,0.0
ai_3612,1,248,10,24.8,4.77,0.4234,60,23,35,17,0.2419,0.0927,3,0.05,1,a high,4.790100387746761
human_3613,0,115,5,23.0,4.22,0.6174,32,14,4,9,0.2783,0.1217,0,0.0,2,,0.0
ai_3614,1,152,7,21.71,4.8,0.6184,40,21,10,3,0.2632,0.1382,0,0.0,11,,0.0
ai_3615,1,191,7,27.29,4.7,0.445,61,23,12,2,0.3194,0.1204,0,0.0,15,to person,2.7370051411855996
human_3616,0,84,2,42.0,4.13,0.7381,23,10,6,1,0.2738,0.119,0,0.0,1,,0.0
ai_3617,1,220,10,22.0,4.65,0.4818,48,31,23,8,0.2182,0.1409,5,0.1042,9,you are,3.7879323674481458
ai_3618,1,201,8,25.12,5.87,0.5821,56,29,30,3,0.2786,0.1443,0,0.0,8,to address,4.1988155739458355
ai_3619,1,170,8,21.25,4.16,0.5471,40,27,8,2,0.2353,0.1588,1,0.025,11,,0.0
human_3620,0,144,11,13.09,4.47,0.5903,32,22,12,15,0.2222,0.1528,0,0.0,6,,0.0
ai_3621,1,156,6,26.0,5.12,0.4808,56,23,12,2,0.359,0.1474,0,0.0,9,,0.0
ai_3622,1,239,10,23.9,4.97,0.4728,72,33,25,7,0.3013,0.1381,0,0.0,5,moving averages,4.584987757766191
human_3623,0,192,14,13.71,4.18,0.7344,48,26,12,9,0.25,0.1354,2,0.0417,5,,0.0
ai_3624,1,256,13,19.69,4.5,0.4844,68,41,19,3,0.2656,0.1602,2,0.0294,9,,0.0
ai_3625,1,142,5,28.4,5.11,0.5563,40,11,14,8,0.2817,0.0775,0,0.0,11,,0.0
human_3626,0,130,6,21.67,4.29,0.6846,32,9,15,8,0.2462,0.0692,0,0.0,5,,0.0
ai_3627,1,201,9,22.33,5.05,0.4975,66,26,21,6,0.3284,0.1294,3,0.0455,9,no interest,4.850892270525528
human_3628,0,154,10,15.4,4.69,0.7078,37,22,11,8,0.2403,0.1429,2,0.0541,10,,0.0
ai_3629,1,213,11,19.36,5.28,0.5446,58,33,25,3,0.2723,0.1549,0,0.0,16,,0.0
human_3630,0,56,3,18.67,4.29,0.8393,10,8,5,3,0.1786,0.1429,0,0.0,2,,0.0
ai_3631,1,118,4,29.5,4.56,0.6441,30,20,10,7,0.2542,0.1695,1,0.0333,7,,0.0
ai_3632,1,120,4,30.0,4.83,0.6417,33,22,11,6,0.275,0.1833,2,0.0606,8,,0.0
ai_3633,1,293,10,29.3,4.37,0.4573,71,35,21,14,0.2423,0.1195,1,0.0141,22,an asset,5.199689149964478
human_3634,0,123,7,17.57,4.56,0.6748,34,14,11,4,0.2764,0.1138,1,0.0294,2,,0.0
ai_3635,1,134,5,26.8,4.49,0.5224,40,17,17,1,0.2985,0.1269,0,0.0,6,,0.0
human_3636,0,90,4,22.5,4.39,0.7444,21,12,7,3,0.2333,0.1333,1,0.0476,4,,0.0
ai_3637,1,178,8,22.25,5.28,0.4944,66,14,21,5,0.3708,0.0787,0,0.0,19,,0.0
human_3638,0,303,11,27.55,3.69,0.5215,55,24,24,16,0.1815,0.0792,0,0.0,2,a $,3.2860112684543425
ai_3639,1,164,6,27.33,4.71,0.4329,57,20,7,3,0.3476,0.122,0,0.0,13,price of,3.4215174091975507
ai_3640,1,186,7,26.57,5.26,0.5753,65,17,19,8,0.3495,0.0914,0,0.0,11,,0.0
human_3641,0,53,4,13.25,4.21,0.8302,16,4,2,5,0.3019,0.0755,0,0.0,1,,0.0
ai_3642,1,139,6,23.17,5.38,0.6619,44,19,15,3,0.3165,0.1367,0,0.0,10,,0.0
human_3643,0,415,22,18.86,4.09,0.494,107,52,28,14,0.2578,0.1253,7,0.0654,18,,0.0
ai_3644,1,224,9,24.89,4.38,0.5759,49,32,24,14,0.2188,0.1429,1,0.0204,3,a car,3.8503358202200175
human_3645,0,305,8,38.12,4.59,0.5311,76,35,32,24,0.2492,0.1148,2,0.0263,6,,0.0
ai_3646,1,231,8,28.88,5.1,0.4762,83,31,14,9,0.3593,0.1342,1,0.012,16,interest rates,4.858008031887739
human_3647,0,92,8,11.5,4.1,0.6957,24,12,4,0,0.2609,0.1304,0,0.0,1,,0.0
ai_3648,1,190,8,23.75,4.68,0.4579,53,24,20,4,0.2789,0.1263,0,0.0,10,,0.0
human_3649,0,319,15,21.27,4.04,0.4357,56,45,24,24,0.1755,0.1411,1,0.0179,4,,0.0
ai_3650,1,119,4,29.75,4.82,0.5546,24,26,6,8,0.2017,0.2185,0,0.0,1,can help,4.099637555196441
human_3651,0,216,15,14.4,4.31,0.6389,60,27,15,12,0.2778,0.125,0,0.0,6,,0.0
ai_3652,1,257,16,16.06,4.74,0.5603,64,43,26,3,0.249,0.1673,1,0.0156,9,look for,4.841324096945444
human_3653,0,165,7,23.57,4.26,0.6364,32,29,11,7,0.1939,0.1758,2,0.0625,10,,0.0
ai_3654,1,221,7,31.57,4.78,0.4389,64,22,11,6,0.2896,0.0995,9,0.1406,5,,0.0
ai_3655,1,199,11,18.09,5.35,0.3769,92,31,17,1,0.4623,0.1558,0,0.0,16,query language,4.643892621007688
ai_3656,1,206,6,34.33,5.56,0.3932,105,27,19,1,0.5097,0.1311,0,0.0,17,to retrieve,5.108558454139835
ai_3657,1,250,10,25.0,4.14,0.304,67,28,13,5,0.268,0.112,0,0.0,16,underlying asset,5.386604136534937
ai_3658,1,169,6,28.17,3.81,0.2544,57,3,8,0,0.3373,0.0178,0,0.0,16,current market,4.602086527728004
human_3659,0,205,12,17.08,4.64,0.5805,57,21,16,20,0.278,0.1024,0,0.0,5,,0.0
ai_3660,1,153,6,25.5,4.78,0.5752,38,13,25,5,0.2484,0.085,0,0.0,6,,0.0
human_3661,0,99,4,24.75,4.32,0.6263,18,18,3,3,0.1818,0.1818,1,0.0556,2,,0.0
ai_3662,1,219,10,21.9,4.19,0.516,58,32,11,12,0.2648,0.1461,4,0.069,7,,0.0
ai_3663,1,208,8,26.0,4.44,0.4904,60,27,18,9,0.2885,0.1298,0,0.0,11,the etf,3.1224299780617026
human_3664,0,130,6,21.67,4.63,0.6154,39,19,11,6,0.3,0.1462,0,0.0,0,,0.0
ai_3665,1,277,10,27.7,4.45,0.4368,70,43,15,11,0.2527,0.1552,0,0.0,9,if you,4.797031780432845
human_3666,0,67,5,13.4,5.33,0.8358,28,7,5,1,0.4179,0.1045,0,0.0,5,,0.0
ai_3667,1,157,7,22.43,4.92,0.4841,44,15,30,4,0.2803,0.0955,2,0.0455,4,real estate,4.133914277478693
human_3668,0,410,18,22.78,4.64,0.5195,106,47,35,40,0.2585,0.1146,4,0.0377,15,,0.0
ai_3669,1,261,10,26.1,4.97,0.4943,82,29,20,9,0.3142,0.1111,0,0.0,16,,0.0
human_3670,0,91,4,22.75,5.14,0.7912,24,16,10,2,0.2637,0.1758,0,0.0,6,,0.0
human_3671,0,85,5,17.0,4.93,0.7412,27,7,9,6,0.3176,0.0824,0,0.0,2,,0.0
ai_3672,1,271,9,30.11,4.37,0.3875,83,28,18,2,0.3063,0.1033,2,0.0241,7,roth ira,4.572909312827154
ai_3673,1,224,10,22.4,4.75,0.4464,69,26,27,4,0.308,0.1161,8,0.1159,9,roth ira,5.006455022137299
human_3674,0,407,30,13.57,4.23,0.4791,99,62,28,29,0.2432,0.1523,3,0.0303,11,,0.0
ai_3675,1,219,9,24.33,4.84,0.4886,61,37,12,14,0.2785,0.1689,2,0.0328,6,the etf,3.4594616995380583
human_3676,0,190,7,27.14,4.6,0.5842,43,30,17,7,0.2263,0.1579,1,0.0233,3,,0.0
ai_3677,1,136,5,27.2,4.57,0.6029,39,12,9,6,0.2868,0.0882,0,0.0,6,,0.0
human_3678,0,90,4,22.5,4.24,0.6556,26,9,4,4,0.2889,0.1,3,0.1154,5,,0.0
ai_3679,1,212,9,23.56,4.22,0.5094,46,31,25,8,0.217,0.1462,0,0.0,2,,0.0
human_3680,0,125,5,25.0,4.02,0.608,30,15,7,8,0.24,0.12,0,0.0,8,,0.0
ai_3681,1,209,8,26.12,4.44,0.3493,77,14,11,1,0.3684,0.067,0,0.0,7,asset or,4.714278546020673
human_3682,0,315,11,28.64,4.26,0.546,73,49,17,20,0.2317,0.1556,23,0.3151,7,,0.0
ai_3683,1,240,9,26.67,4.11,0.3792,66,24,22,5,0.275,0.1,8,0.1212,7,the bid,2.8622883101663206
ai_3684,1,252,9,28.0,4.25,0.381,66,28,21,9,0.2619,0.1111,4,0.0606,12,ask prices,4.398053792327905
ai_3685,1,211,9,23.44,4.63,0.4408,67,25,11,2,0.3175,0.1185,1,0.0149,17,brokerage account,4.142990359027092
human_3686,0,123,8,15.38,4.28,0.6667,35,16,6,2,0.2846,0.1301,3,0.0857,3,,0.0
ai_3687,1,141,5,28.2,4.41,0.3901,36,19,7,1,0.2553,0.1348,0,0.0,5,the company,2.7575022650738603
ai_3688,1,109,5,21.8,4.78,0.6422,29,16,10,1,0.2661,0.1468,0,0.0,5,,0.0
human_3689,0,328,13,25.23,4.36,0.5061,82,36,25,21,0.25,0.1098,0,0.0,17,a currency,3.9289977764619786
ai_3690,1,284,11,25.82,4.79,0.4296,89,41,13,10,0.3134,0.1444,8,0.0899,5,exchange rate,4.792265916792774
human_3691,0,141,5,28.2,4.33,0.617,37,14,10,8,0.2624,0.0993,0,0.0,5,,0.0
ai_3692,1,200,8,25.0,4.95,0.505,51,23,28,8,0.255,0.115,0,0.0,4,it is,4.1916561403685035
human_3693,0,443,17,26.06,4.18,0.2844,142,46,36,6,0.3205,0.1038,21,0.1479,15,underlying asset,6.209460716997449
human_3694,0,80,4,20.0,3.84,0.725,7,15,4,5,0.0875,0.1875,0,0.0,0,,0.0
ai_3695,1,264,9,29.33,4.85,0.4091,74,24,23,9,0.2803,0.0909,2,0.027,31,negative balance,5.464906748703449
human_3696,0,286,19,15.05,4.38,0.6119,51,47,18,25,0.1783,0.1643,0,0.0,8,,0.0
ai_3697,1,172,7,24.57,4.58,0.6047,33,28,9,4,0.1919,0.1628,1,0.0303,6,,0.0
human_3698,0,96,4,24.0,4.59,0.7812,27,9,12,5,0.2812,0.0938,1,0.037,2,,0.0
ai_3699,1,159,6,26.5,4.69,0.5535,37,17,14,9,0.2327,0.1069,0,0.0,2,,0.0
human_3700,0,353,11,32.09,3.9,0.4703,70,49,17,15,0.1983,0.1388,1,0.0143,8,shares for,4.281750582593729
ai_3701,1,185,7,26.43,4.82,0.6162,57,23,13,6,0.3081,0.1243,0,0.0,13,,0.0
ai_3702,1,169,7,24.14,4.99,0.6213,52,18,14,7,0.3077,0.1065,0,0.0,13,,0.0
ai_3703,1,230,9,25.56,4.35,0.4609,56,30,19,14,0.2435,0.1304,2,0.0357,2,the account,4.044421391734202
human_3704,0,354,24,14.75,4.27,0.4492,74,62,21,7,0.209,0.1751,5,0.0676,3,orange juice,5.20865232106102
ai_3705,1,66,2,33.0,5.02,0.7879,25,9,7,0,0.3788,0.1364,0,0.0,4,,0.0
ai_3706,1,288,18,16.0,4.64,0.4826,62,49,33,4,0.2153,0.1701,0,0.0,20,,0.0
human_3707,0,118,7,16.86,4.37,0.7034,33,15,10,1,0.2797,0.1271,2,0.0606,5,,0.0
ai_3708,1,88,4,22.0,4.77,0.6818,26,7,12,2,0.2955,0.0795,0,0.0,2,,0.0
ai_3709,1,255,11,23.18,4.56,0.4863,75,34,16,6,0.2941,0.1333,1,0.0133,15,etf 's,3.7426343442528984
human_3710,0,199,10,19.9,4.17,0.5528,51,25,9,2,0.2563,0.1256,1,0.0196,13,,0.0
ai_3711,1,218,8,27.25,4.17,0.4633,72,24,9,4,0.3303,0.1101,6,0.0833,12,cash loss,3.5053567421161462
human_3712,0,76,5,15.2,4.3,0.6842,18,5,7,3,0.2368,0.0658,0,0.0,3,,0.0
ai_3713,1,279,9,31.0,4.91,0.4767,70,34,26,9,0.2509,0.1219,0,0.0,21,health insurance,5.099554207540816
human_3714,0,57,4,14.25,4.39,0.7368,13,7,4,4,0.2281,0.1228,0,0.0,4,,0.0
ai_3715,1,154,6,25.67,4.86,0.6234,49,20,15,5,0.3182,0.1299,0,0.0,17,,0.0
human_3716,0,143,6,23.83,4.04,0.5455,19,25,11,11,0.1329,0.1748,0,0.0,3,,0.0
ai_3717,1,109,5,21.8,4.96,0.633,33,13,7,4,0.3028,0.1193,0,0.0,14,,0.0
human_3718,0,364,21,17.33,4.41,0.467,78,52,26,16,0.2143,0.1429,7,0.0897,19,,0.0
ai_3719,1,256,13,19.69,4.39,0.3945,84,45,14,7,0.3281,0.1758,16,0.1905,3,deposit cash,2.736185888147915
human_3720,0,225,9,25.0,4.28,0.6133,55,38,13,9,0.2444,0.1689,0,0.0,2,,0.0
ai_3721,1,280,15,18.67,4.54,0.5179,64,58,22,8,0.2286,0.2071,0,0.0,7,,0.0
ai_3722,1,267,11,24.27,4.38,0.4869,55,65,20,7,0.206,0.2434,1,0.0182,7,can help,4.521788911650108
ai_3723,1,221,9,24.56,4.65,0.3801,70,22,14,2,0.3167,0.0995,12,0.1714,7,exchange rate,4.071979380787113
ai_3724,1,213,10,21.3,4.21,0.3052,65,14,10,1,0.3052,0.0657,1,0.0154,3,this means,5.156536285167321
human_3725,0,193,13,14.85,4.18,0.5285,35,33,9,9,0.1813,0.171,1,0.0286,2,,0.0
ai_3726,1,280,11,25.45,4.56,0.3643,80,40,15,1,0.2857,0.1429,2,0.025,14,the borrower,2.6108827660037326
human_3727,0,143,9,15.89,4.16,0.5804,39,17,2,7,0.2727,0.1189,0,0.0,8,,0.0
ai_3728,1,333,12,27.75,4.3,0.3874,96,46,17,5,0.2883,0.1381,0,0.0,10,tax return,4.683277584654507
human_3729,0,279,15,18.6,3.92,0.5484,51,36,25,24,0.1828,0.129,1,0.0196,5,,0.0
ai_3730,1,193,9,21.44,4.39,0.5596,41,29,15,9,0.2124,0.1503,1,0.0244,9,you will,4.055631057591195
human_3731,0,109,4,27.25,4.37,0.6422,32,11,5,4,0.2936,0.1009,0,0.0,8,,0.0
ai_3732,1,249,8,31.12,4.82,0.4779,63,22,33,5,0.253,0.0884,0,0.0,22,standard deduction,5.38084505302813
human_3733,0,337,17,19.82,4.77,0.5757,85,44,33,30,0.2522,0.1306,1,0.0118,19,interest rates,4.96793273230885
ai_3734,1,233,11,21.18,5.01,0.5322,70,27,27,6,0.3004,0.1159,0,0.0,9,,0.0
ai_3735,1,250,11,22.73,5.17,0.532,84,27,43,6,0.336,0.108,0,0.0,10,bond yields,4.4569934644263345
human_3736,0,98,7,14.0,4.18,0.6735,18,15,6,6,0.1837,0.1531,1,0.0556,4,,0.0
ai_3737,1,137,4,34.25,4.42,0.4672,36,15,15,3,0.2628,0.1095,2,0.0556,8,,0.0
ai_3738,1,188,7,26.86,4.09,0.4043,55,20,11,7,0.2926,0.1064,6,0.1091,6,the bid,2.880459203493893
human_3739,0,79,2,39.5,4.86,0.7215,26,13,9,1,0.3291,0.1646,1,0.0385,4,,0.0
ai_3740,1,173,7,24.71,5.33,0.4798,67,21,13,8,0.3873,0.1214,5,0.0746,9,credit unions,4.273066699129039
human_3741,0,85,5,17.0,4.51,0.6941,18,11,9,5,0.2118,0.1294,0,0.0,1,,0.0
ai_3742,1,157,6,26.17,4.56,0.5541,35,22,12,9,0.2229,0.1401,1,0.0286,3,,0.0
ai_3743,1,197,9,21.89,4.11,0.4162,44,25,12,16,0.2234,0.1269,0,0.0,1,a stock,3.343991575935296
human_3744,0,144,16,9.0,4.33,0.6736,36,19,1,5,0.25,0.1319,1,0.0278,6,,0.0
ai_3745,1,148,6,24.67,4.33,0.527,33,25,13,2,0.223,0.1689,3,0.0909,2,a budget,3.759802767784238
human_3746,0,62,3,20.67,4.42,0.629,21,7,4,4,0.3387,0.1129,3,0.1429,3,,0.0
ai_3747,1,225,11,20.45,4.11,0.4356,62,30,19,3,0.2756,0.1333,20,0.3226,10,tax bracket,4.498279365489108
ai_3748,1,228,8,28.5,4.26,0.386,73,23,20,9,0.3202,0.1009,13,0.1781,16,capital gains,4.138791822897477
human_3749,0,107,10,10.7,4.13,0.6916,21,9,8,5,0.1963,0.0841,1,0.0476,5,,0.0
ai_3750,1,262,14,18.71,4.74,0.5458,56,52,27,2,0.2137,0.1985,0,0.0,11,,0.0
human_3751,0,253,12,21.08,4.14,0.5929,55,40,16,17,0.2174,0.1581,0,0.0,6,,0.0
ai_3752,1,295,13,22.69,4.28,0.4,71,33,32,8,0.2407,0.1119,0,0.0,11,it is,5.03954494221973
human_3753,0,214,14,15.29,4.38,0.5187,53,32,11,8,0.2477,0.1495,0,0.0,7,,0.0
ai_3754,1,266,9,29.56,4.73,0.4511,82,22,25,8,0.3083,0.0827,0,0.0,11,such as,5.738788226664456
human_3755,0,83,4,20.75,4.04,0.6988,16,11,12,4,0.1928,0.1325,0,0.0,4,,0.0
ai_3756,1,225,10,22.5,4.8,0.4267,81,20,15,6,0.36,0.0889,1,0.0123,28,fha loans,5.012852538318866
ai_3757,1,224,9,24.89,4.65,0.3884,81,25,10,4,0.3616,0.1116,1,0.0123,29,required for,5.2288474434737475
human_3758,0,58,2,29.0,4.48,0.7759,12,11,4,4,0.2069,0.1897,0,0.0,2,,0.0
ai_3759,1,178,7,25.43,4.85,0.5562,54,24,15,2,0.3034,0.1348,0,0.0,17,a brokerage,3.3683840944298624
human_3760,0,169,7,24.14,4.32,0.6154,40,23,9,13,0.2367,0.1361,1,0.025,8,,0.0
ai_3761,1,155,6,25.83,3.9,0.4645,52,16,10,1,0.3355,0.1032,3,0.0577,7,gain or,4.285462269853573
human_3762,0,129,6,21.5,4.06,0.6899,21,24,8,6,0.1628,0.186,0,0.0,5,,0.0
ai_3763,1,267,12,22.25,5.18,0.4607,95,27,32,12,0.3558,0.1011,1,0.0105,22,mortgage rates,4.0661094278739185
human_3764,0,152,9,16.89,4.23,0.6118,40,25,9,7,0.2632,0.1645,1,0.025,7,,0.0
ai_3765,1,260,9,28.89,4.35,0.3615,72,21,26,11,0.2769,0.0808,0,0.0,7,interest rate,5.705999243482992
human_3766,0,76,5,15.2,3.68,0.6579,12,7,4,8,0.1579,0.0921,0,0.0,0,,0.0
ai_3767,1,198,8,24.75,4.67,0.4899,68,19,18,5,0.3434,0.096,0,0.0,9,the rsi,2.788664514147893
human_3768,0,77,4,19.25,4.79,0.5844,28,7,4,0,0.3636,0.0909,2,0.0714,6,,0.0
ai_3769,1,164,8,20.5,4.97,0.5732,52,19,19,4,0.3171,0.1159,0,0.0,12,,0.0
human_3770,0,771,65,11.86,4.3,0.3995,157,134,25,32,0.2036,0.1738,9,0.0573,21,do n't,4.869993439776714
ai_3771,1,259,10,25.9,4.96,0.4556,82,37,22,7,0.3166,0.1429,2,0.0244,15,student loan,4.530536223620179
ai_3772,1,381,17,22.41,4.83,0.399,107,61,26,6,0.2808,0.1601,0,0.0,23,may be,5.99247626593454
human_3773,0,55,5,11.0,9.53,0.6909,16,5,4,1,0.2909,0.0909,0,0.0,1,,0.0
ai_3774,1,144,6,24.0,4.71,0.5139,57,13,11,3,0.3958,0.0903,2,0.0351,5,,0.0
human_3775,0,134,7,19.14,3.72,0.4552,29,15,13,9,0.2164,0.1119,0,0.0,1,,0.0
ai_3776,1,292,10,29.2,4.64,0.4726,77,42,28,11,0.2637,0.1438,4,0.0519,12,if you,4.735342156214453
human_3777,0,142,6,23.67,4.24,0.6197,31,19,11,7,0.2183,0.1338,2,0.0645,2,,0.0
ai_3778,1,163,7,23.29,4.74,0.5276,56,19,12,7,0.3436,0.1166,0,0.0,5,,0.0
ai_3779,1,115,6,19.17,4.47,0.4957,44,10,5,2,0.3826,0.087,0,0.0,4,,0.0
human_3780,0,77,4,19.25,4.61,0.5714,26,12,3,1,0.3377,0.1558,0,0.0,8,,0.0
ai_3781,1,377,14,26.93,4.19,0.3183,82,58,32,17,0.2175,0.1538,6,0.0732,7,buy or,4.584972651359775
human_3782,0,127,6,21.17,4.2,0.622,29,15,4,2,0.2283,0.1181,4,0.1379,7,= $,2.5146626228741735
ai_3783,1,198,9,22.0,5.51,0.5808,70,28,19,1,0.3535,0.1414,0,0.0,24,,0.0
human_3784,0,80,4,20.0,4.66,0.75,22,7,10,4,0.275,0.0875,0,0.0,4,,0.0
ai_3785,1,109,4,27.25,5.34,0.7156,33,14,12,1,0.3028,0.1284,0,0.0,11,,0.0
human_3786,0,96,4,24.0,4.09,0.5,27,15,6,2,0.2812,0.1562,3,0.1111,1,,0.0
ai_3787,1,144,9,16.0,4.24,0.3819,39,19,14,3,0.2708,0.1319,2,0.0513,4,,0.0
ai_3788,1,115,5,23.0,4.63,0.5391,31,14,9,5,0.2696,0.1217,0,0.0,4,on the,3.688165086281696
human_3789,0,95,4,23.75,4.73,0.8316,24,9,15,5,0.2526,0.0947,0,0.0,3,,0.0
ai_3790,1,184,8,23.0,4.99,0.4239,51,25,32,2,0.2772,0.1359,0,0.0,8,,0.0
human_3791,0,152,12,12.67,4.15,0.5263,20,26,5,8,0.1316,0.1711,0,0.0,4,,0.0
ai_3792,1,216,8,27.0,4.85,0.4444,66,22,8,7,0.3056,0.1019,1,0.0152,27,an individual,5.439654059850115
human_3793,0,50,2,25.0,4.7,0.78,10,7,6,2,0.2,0.14,0,0.0,1,,0.0
ai_3794,1,255,8,31.88,4.71,0.4118,84,26,10,9,0.3294,0.102,0,0.0,7,value of,4.415059686224394
human_3795,0,179,7,25.57,4.53,0.6313,42,24,10,13,0.2346,0.1341,0,0.0,8,,0.0
ai_3796,1,285,9,31.67,4.31,0.3754,82,35,14,7,0.2877,0.1228,0,0.0,25,underlying security,5.837961003712164
ai_3797,1,330,10,33.0,4.26,0.3636,98,37,18,11,0.297,0.1121,0,0.0,31,price that,3.3707006547563902
human_3798,0,186,8,23.25,4.44,0.6398,46,25,13,9,0.2473,0.1344,0,0.0,7,,0.0
ai_3799,1,226,10,22.6,4.43,0.4867,83,20,19,7,0.3673,0.0885,1,0.012,7,company 's,4.978579827058389
human_3800,0,200,12,16.67,4.37,0.65,49,21,22,13,0.245,0.105,1,0.0204,6,,0.0
ai_3801,1,290,11,26.36,5.14,0.4966,92,38,24,13,0.3172,0.131,0,0.0,15,stock portfolio,5.33689559097424
human_3802,0,136,6,22.67,4.58,0.6471,39,15,3,4,0.2868,0.1103,0,0.0,6,,0.0
ai_3803,1,202,6,33.67,4.56,0.4752,53,24,9,9,0.2624,0.1188,1,0.0189,12,,0.0
human_3804,0,353,10,35.3,4.4,0.4816,75,48,28,22,0.2125,0.136,1,0.0133,9,,0.0
ai_3805,1,223,9,24.78,4.62,0.5157,67,33,14,0,0.3004,0.148,1,0.0149,4,,0.0
human_3806,0,74,4,18.5,4.74,0.7703,20,9,6,3,0.2703,0.1216,0,0.0,4,,0.0
ai_3807,1,210,8,26.25,5.08,0.4667,67,21,24,10,0.319,0.1,0,0.0,10,support and,4.136169402530206
ai_3808,1,151,5,30.2,4.7,0.4967,41,9,21,11,0.2715,0.0596,0,0.0,6,,0.0
human_3809,0,206,11,18.73,4.1,0.6165,47,25,26,14,0.2282,0.1214,1,0.0213,1,,0.0
ai_3810,1,274,15,18.27,4.77,0.4745,73,35,21,12,0.2664,0.1277,0,0.0,17,,0.0
human_3811,0,128,6,21.33,4.05,0.6875,30,17,3,6,0.2344,0.1328,0,0.0,1,,0.0
ai_3812,1,196,8,24.5,4.44,0.4439,57,28,5,3,0.2908,0.1429,2,0.0351,3,credit card,5.03712687375965
human_3813,0,189,9,21.0,4.7,0.7196,52,23,16,9,0.2751,0.1217,0,0.0,7,,0.0
ai_3814,1,353,14,25.21,5.1,0.5071,141,40,25,9,0.3994,0.1133,0,0.0,35,this book,5.397227800013665
human_3815,0,142,8,17.75,4.51,0.6197,29,17,14,7,0.2042,0.1197,0,0.0,3,,0.0
ai_3816,1,167,7,23.86,5.03,0.515,41,24,14,8,0.2455,0.1437,1,0.0244,13,,0.0
ai_3817,1,169,5,33.8,4.5,0.3609,54,18,8,1,0.3195,0.1065,0,0.0,15,closing price,3.8244789490644524
human_3818,0,122,5,24.4,4.7,0.7131,34,16,10,5,0.2787,0.1311,0,0.0,9,,0.0
ai_3819,1,230,9,25.56,5.07,0.513,74,27,22,9,0.3217,0.1174,1,0.0135,17,health insurance,4.337203140962048
human_3820,0,114,5,22.8,4.97,0.6491,37,12,9,7,0.3246,0.1053,0,0.0,10,,0.0
ai_3821,1,193,8,24.12,4.4,0.5492,59,14,18,7,0.3057,0.0725,2,0.0339,6,,0.0
